Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
346,Dirk Nowitzki\nowitdi01,PF,40,DAL,15,150,4.2,.390,.656,.094,0.0,19.7,10.0,5.9,0.3,2.7,5.7,20.1,,-0.3,0.2,-0.1,-0.045,,-6.3,-1.7,-8.0,-0.2
347,Frank Ntilikina\ntilila01,PG,20,NYK,37,784,6.1,.428,.417,.113,1.1,8.8,4.8,17.5,1.5,1.4,15.6,16.6,,-1.0,0.3,-0.7,-0.045,,-4.0,-1.3,-5.3,-0.6
348,James Nunnally\nunnaja01,SF,28,TOT,15,102,7.3,.503,.735,.118,0.0,5.4,2.6,9.7,0.5,0.0,2.7,15.4,,0.1,0.0,0.1,.034,,-1.5,-4.8,-6.3,-0.1
348,James Nunnally\nunnaja01,SF,28,MIN,13,64,12.1,.593,.619,.190,0.0,6.8,3.3,11.1,0.8,0.0,4.2,15.6,,0.1,0.0,0.1,.100,,0.3,-4.1,-3.8,0.0
348,James Nunnally\nunnaja01,SF,28,HOU,2,38,-0.8,.346,.923,.000,0.0,3.1,1.5,7.4,0.0,0.0,0.0,15.0,,-0.1,0.0,-0.1,-0.076,,-4.7,-5.8,-10.5,-0.1
349,Jusuf Nurkic\nurkiju01,C,24,POR,47,1271,23.5,.564,.046,.433,13.5,26.7,20.3,18.2,1.9,4.3,14.4,24.2,,2.7,2.3,4.9,.186,,1.5,4.1,5.6,2.4
350,David Nwaba\nwabada01,SG,26,CLE,21,345,11.9,.517,.354,.505,3.1,16.2,9.4,6.4,1.9,1.7,6.9,16.7,,0.2,0.1,0.3,.041,,-2.0,-1.5,-3.5,-0.1
351,Royce O'Neale\onealro01,SF,25,UTA,47,829,9.2,.582,.451,.149,1.7,18.6,10.3,10.2,1.6,1.2,17.7,11.8,,0.2,1.3,1.5,.089,,-2.6,2.3,-0.3,0.4
352,Kyle O'Quinn\oquinky01,C,28,IND,23,185,16.9,.510,.139,.139,10.5,25.2,18.1,24.4,0.8,6.8,17.3,21.8,,0.1,0.4,0.5,.122,,-2.0,4.2,2.2,0.2
353,Semi Ojeleye\ojelese01,PF,24,BOS,33,370,8.3,.514,.575,.170,4.3,11.9,8.1,4.4,0.8,0.5,8.8,14.6,,0.1,0.4,0.4,.056,,-2.6,-1.7,-4.4,-0.2
354,Jahlil Okafor\okafoja01,C,23,NOP,27,240,16.9,.560,.011,.301,13.1,21.1,17.2,6.5,0.8,2.4,9.5,20.0,,0.4,0.2,0.6,.122,,-1.5,-1.9,-3.4,-0.1
355,Elie Okobo\okoboel01,PG,21,PHO,29,528,7.8,.482,.419,.169,1.3,10.5,5.8,19.0,2.0,0.6,17.8,18.5,,-0.5,0.2,-0.3,-0.026,,-3.7,-1.8,-5.5,-0.5
356,Josh Okogie\okogijo01,SG,20,MIN,37,794,8.7,.478,.435,.351,2.8,12.0,7.3,7.5,1.9,1.6,10.7,16.4,,-0.3,0.6,0.4,.021,,-2.7,0.0,-2.7,-0.1
357,Victor Oladipo\oladivi01,SG,26,IND,34,1104,17.8,.520,.369,.245,2.2,17.3,9.9,24.6,2.5,0.9,11.5,27.9,,0.5,1.9,2.4,.105,,1.1,1.0,2.2,1.2
358,Kelly Olynyk\olynyke01,PF,27,MIA,43,859,14.5,.594,.651,.388,4.9,17.3,11.1,12.6,1.5,1.4,15.1,19.0,,1.1,1.1,2.2,.122,,1.0,0.0,1.0,0.7
359,Cedi Osman\osmande01,SF,23,CLE,45,1415,9.4,.509,.432,.222,1.7,15.4,8.3,10.0,1.1,0.5,12.6,18.6,,-0.4,-0.1,-0.5,-0.017,,-1.9,-2.0,-3.9,-0.7
360,Kelly Oubre\oubreke01,SF,23,TOT,45,1173,14.0,.550,.424,.298,3.4,14.9,9.1,5.2,1.7,2.5,9.1,22.0,,0.5,0.8,1.3,.052,,-1.5,-1.7,-3.2,-0.4
360,Kelly Oubre\oubreke01,SF,23,WAS,29,755,13.5,.545,.433,.279,3.4,15.6,9.4,3.9,1.7,2.3,8.1,21.0,,0.3,0.5,0.9,.055,,-1.8,-1.7,-3.5,-0.3
360,Kelly Oubre\oubreke01,SF,23,PHO,16,418,15.0,.559,.408,.330,3.4,13.8,8.5,7.6,1.6,3.0,10.9,23.9,,0.2,0.2,0.4,.047,,-1.1,-1.6,-2.6,-0.1
361,Zaza Pachulia\pachuza01,C,34,DET,35,497,16.1,.522,.035,.678,14.2,22.5,18.1,15.8,2.5,1.5,15.8,15.2,,0.8,0.8,1.6,.152,,-0.8,3.3,2.4,0.6
362,Jabari Parker\parkeja01,PF,23,CHI,34,958,13.7,.531,.241,.234,4.4,21.0,12.6,13.4,1.0,1.0,14.5,25.5,,-0.6,0.7,0.1,.003,,-2.6,-1.0,-3.6,-0.4
363,Tony Parker\parketo01,PG,36,CHO,40,743,14.9,.502,.103,.292,1.3,7.6,4.4,32.7,1.0,0.6,12.2,25.1,,0.4,0.4,0.8,.050,,-1.7,-3.4,-5.1,-0.6
364,Chandler Parsons\parsoch01,SF,30,MEM,3,46,7.0,.500,.588,.000,2.4,7.7,5.0,7.0,1.1,2.1,10.5,18.9,,0.0,0.0,0.0,-0.008,,-3.5,-2.1,-5.5,0.0
365,Patrick Patterson\pattepa01,PF,29,OKC,45,659,8.8,.490,.633,.164,4.9,12.8,8.8,5.0,0.9,1.5,7.8,12.7,,0.2,0.8,1.0,.074,,-2.8,-0.4,-3.2,-0.2
366,Chris Paul\paulch01,PG,33,HOU,26,862,18.1,.544,.455,.291,2.0,12.1,6.9,38.0,3.1,0.8,17.1,22.8,,1.5,0.8,2.3,.126,,1.8,-0.7,1.1,0.7
367,Cameron Payne\payneca01,PG,24,TOT,38,671,11.8,.523,.374,.166,1.9,9.3,5.6,23.2,1.8,1.0,15.3,17.7,,0.1,0.3,0.4,.031,,-1.9,-1.8,-3.6,-0.3
367,Cameron Payne\payneca01,PG,24,CHI,31,536,10.4,.492,.351,.149,2.0,8.8,5.4,23.4,1.8,1.0,16.0,17.6,,-0.2,0.3,0.1,.010,,-2.9,-1.5,-4.4,-0.3
367,Cameron Payne\payneca01,PG,24,CLE,7,135,17.2,.643,.465,.233,1.6,11.2,6.2,22.3,1.5,1.3,12.9,17.8,,0.3,0.0,0.3,.114,,2.2,-2.8,-0.7,0.0
368,Elfrid Payton\paytoel01,PG,24,NOP,15,388,14.0,.542,.198,.191,3.3,12.0,7.8,29.4,2.2,0.4,21.1,19.2,,0.2,0.2,0.4,.054,,-0.8,-0.9,-1.7,0.0
369,Theo Pinson\pinsoth01,SG,23,BRK,7,72,7.7,.437,.550,.200,1.5,13.6,7.5,22.9,0.7,0.0,15.5,15.3,,0.0,0.0,0.0,.012,,-3.7,-2.0,-5.7,-0.1
370,Mason Plumlee\plumlma01,C,28,DEN,45,897,18.3,.598,.017,.476,11.2,21.3,16.2,17.8,2.5,3.9,19.1,16.5,,1.4,1.5,2.9,.156,,0.3,3.9,4.2,1.4
371,Miles Plumlee\plumlmi01,C,30,ATL,18,173,18.9,.654,.000,.625,9.6,14.4,11.9,15.0,1.6,2.0,14.0,16.7,,0.4,0.1,0.5,.146,,0.2,-0.1,0.2,0.1
372,Jakob Poeltl\poeltja01,C,23,SAS,43,663,19.1,.639,.000,.365,16.1,19.3,17.7,11.2,0.6,3.9,14.8,14.4,,1.8,0.7,2.5,.184,,1.8,1.7,3.6,0.9
373,Quincy Pondexter\pondequ01,SF,30,SAS,34,194,13.5,.656,.400,.943,3.4,15.7,9.6,10.6,2.0,0.4,16.8,13.6,,0.3,0.2,0.6,.136,,-0.1,-0.3,-0.4,0.1
374,Otto Porter\porteot01,SF,25,WAS,33,957,16.1,.578,.387,.151,3.5,18.5,10.8,9.6,2.5,1.7,8.5,17.9,,1.1,0.9,2.0,.101,,0.2,0.5,0.7,0.6
375,Bobby Portis\portibo01,PF,23,CHI,15,344,16.1,.502,.259,.229,9.7,26.2,17.9,10.5,1.0,1.8,10.1,26.8,,-0.1,0.3,0.2,.033,,-2.2,-1.4,-3.7,-0.1
376,Dwight Powell\poweldw01,C,27,DAL,41,679,20.1,.650,.276,.561,9.6,17.8,13.8,9.8,1.4,2.9,11.6,19.6,,2.0,0.9,2.8,.201,,2.0,0.9,2.9,0.8
377,Norman Powell\powelno01,SG,25,TOR,26,478,13.2,.587,.417,.160,0.7,10.4,5.6,11.4,2.1,1.0,11.2,17.0,,0.5,0.6,1.0,.105,,-0.3,0.0,-0.3,0.2
378,Alex Poythress\poythal01,PF,25,ATL,18,243,12.8,.593,.277,.323,10.2,15.6,12.9,7.7,0.6,2.8,11.9,14.1,,0.3,0.1,0.5,.095,,-1.1,-0.6,-1.7,0.0
379,Zhou Qi\qizh01,PF,23,HOU,1,1,81.5,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,,0.0,0.0,0.0,1.265,,22.7,-13.2,9.5,0.0
380,Ivan Rabb\rabbiv01,PF,21,MEM,17,118,20.1,.652,.053,.342,17.1,29.9,23.3,16.4,0.4,2.4,22.9,22.0,,0.2,0.2,0.4,.145,,-0.7,0.7,-0.1,0.1
381,Chasson Randle\randlch01,PG,25,WAS,15,236,11.0,.585,.464,.290,2.7,6.6,4.7,16.9,1.8,0.4,17.9,17.1,,0.2,0.1,0.2,.049,,-1.2,-2.6,-3.8,-0.1
382,Julius Randle\randlju01,C,24,NOP,45,1328,21.8,.614,.141,.475,8.0,24.6,16.5,15.1,0.9,1.6,13.1,26.3,,3.2,1.1,4.3,.155,,2.1,-0.5,1.5,1.2
383,J.J. Redick\redicjj01,SG,34,PHI,45,1400,15.2,.601,.568,.250,0.8,6.6,3.8,13.7,0.6,0.4,8.5,22.8,,2.7,0.7,3.4,.116,,2.5,-3.8,-1.2,0.3
384,Davon Reed\reedda01,SG,23,IND,4,10,-5.5,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,,0.0,0.0,0.0,-0.084,,-9.2,-0.6,-9.8,0.0
385,Josh Richardson\richajo01,SG,25,MIA,42,1448,14.9,.538,.436,.228,2.5,9.4,5.9,17.9,1.5,1.3,9.3,22.7,,1.8,1.5,3.2,.107,,1.4,-0.7,0.7,1.0
386,Malachi Richardson\richama01,SG,23,TOR,21,102,1.1,.481,.862,.172,2.2,11.4,6.9,0.0,0.5,0.0,20.4,16.6,,-0.2,0.1,-0.1,-0.063,,-6.0,-4.6,-10.6,-0.2
387,Austin Rivers\riverau01,SG-PG,26,TOT,42,1183,8.3,.517,.577,.176,1.4,8.9,5.1,12.5,1.1,1.0,11.5,14.9,,0.2,0.3,0.6,.022,,-1.7,-1.7,-3.4,-0.4
387,Austin Rivers\riverau01,SG,26,WAS,29,683,7.0,.490,.546,.237,1.7,9.8,5.7,11.4,1.3,1.2,14.4,15.6,,-0.4,0.2,-0.2,-0.015,,-3.0,-1.4,-4.4,-0.4
387,Austin Rivers\riverau01,PG,26,HOU,13,500,10.0,.555,.620,.092,0.9,7.7,4.2,14.0,0.9,0.7,6.9,13.9,,0.7,0.1,0.8,.073,,0.2,-2.1,-1.9,0.0
388,Devin Robinson\robinde01,SF,23,WAS,4,32,26.4,.607,.000,.462,6.7,17.5,12.0,10.3,4.5,2.7,0.0,20.8,,0.1,0.0,0.1,.225,,1.5,1.2,2.7,0.0
389,Duncan Robinson\robindu01,PF,24,MIA,4,29,6.6,.500,1.000,.000,0.0,18.2,9.1,0.0,1.7,0.0,0.0,8.8,,0.0,0.0,0.0,.065,,-4.4,-2.8,-7.1,0.0
390,Glenn Robinson\robingl02,SF,25,DET,28,409,7.2,.486,.354,.274,2.3,8.1,5.0,4.6,1.2,1.0,9.3,14.6,,-0.1,0.3,0.3,.031,,-4.1,-0.6,-4.7,-0.3
391,Jerome Robinson\robinje01,SG,21,LAC,9,48,11.3,.614,.500,.000,0.0,6.4,3.3,3.4,0.0,0.0,8.3,21.2,,0.0,0.0,0.0,.037,,-0.3,-5.7,-6.1,0.0
392,Mitchell Robinson\robinmi01,C,20,NYK,29,491,16.9,.642,.000,.352,12.4,11.2,11.8,5.3,1.9,8.9,13.2,10.4,,1.0,0.6,1.5,.149,,-0.1,4.9,4.7,0.8
393,Rajon Rondo\rondora01,PG,32,LAL,14,341,14.2,.505,.252,.117,3.4,14.8,9.3,37.4,1.9,0.0,20.4,17.9,,0.2,0.4,0.7,.092,,-1.2,-0.1,-1.3,0.1
394,Derrick Rose\rosede01,PG,30,MIN,35,1028,19.8,.570,.224,.215,2.3,8.0,5.1,27.5,1.1,0.8,9.4,26.3,,2.2,0.3,2.6,.120,,3.1,-2.6,0.4,0.6
395,Terrence Ross\rosste01,SG,27,ORL,46,1202,14.4,.555,.499,.124,1.2,11.9,6.5,9.2,1.7,1.3,7.7,23.0,,0.5,1.1,1.6,.065,,0.2,-1.4,-1.2,0.3
396,Terry Rozier\roziete01,PG,24,BOS,46,1042,12.4,.485,.503,.146,2.3,16.9,9.6,17.5,1.9,1.1,9.3,18.4,,0.3,1.6,1.9,.086,,-1.3,0.8,-0.5,0.4
397,Ricky Rubio\rubiori01,PG,28,UTA,40,1168,12.5,.510,.366,.245,1.4,11.7,6.6,31.8,2.2,0.6,19.6,23.1,,-0.3,1.8,1.4,.059,,-1.4,0.6,-0.7,0.4
398,D'Angelo Russell\russeda01,PG,22,BRK,46,1359,18.4,.532,.410,.107,1.8,11.9,6.8,37.7,1.8,0.8,14.0,30.1,,1.2,1.1,2.3,.081,,2.9,-1.0,1.8,1.3
399,Domantas Sabonis\sabondo01,C,22,IND,43,1089,24.1,.665,.020,.412,11.9,30.1,21.2,17.9,1.3,1.7,16.7,23.3,,3.2,2.1,5.3,.233,,2.6,2.3,5.0,1.9
400,Dario Saric\saricda01,PF,24,TOT,44,1113,11.8,.541,.469,.206,6.1,18.0,12.1,8.8,1.0,0.4,11.8,18.0,,0.7,0.8,1.6,.068,,-0.6,-1.2,-1.8,0.1
400,Dario Saric\saricda01,PF,24,PHI,13,396,8.2,.496,.530,.227,5.9,16.9,11.6,9.0,0.5,0.6,14.7,18.1,,-0.1,0.3,0.2,.025,,-2.4,-1.5,-3.9,-0.2
400,Dario Saric\saricda01,PF,24,MIN,31,717,13.9,.565,.437,.194,6.3,18.6,12.4,8.7,1.3,0.4,10.2,17.9,,0.9,0.5,1.4,.092,,0.3,-1.0,-0.7,0.2
401,Tomas Satoransky\satorto01,SG,27,WAS,45,1015,13.4,.591,.310,.278,3.6,9.9,6.7,20.8,2.0,0.7,15.6,13.7,,1.5,0.5,2.0,.096,,-0.2,-0.8,-1.0,0.3
402,Dennis Schroder\schrode01,PG,25,OKC,44,1269,12.7,.497,.290,.199,1.7,11.4,6.4,22.2,1.5,0.5,14.0,25.4,,-0.3,1.6,1.3,.048,,-2.3,-1.1,-3.4,-0.5
403,Mike Scott\scottmi01,PF,30,LAC,45,630,9.4,.497,.578,.083,3.8,21.2,12.9,8.2,1.3,1.0,10.0,14.9,,0.0,0.6,0.6,.046,,-1.6,-0.3,-1.9,0.0
404,Thabo Sefolosha\sefolth01,SF,34,UTA,26,289,11.5,.616,.483,.241,1.5,25.7,13.8,4.8,3.8,0.3,18.9,11.8,,0.0,0.7,0.7,.108,,-3.2,3.2,0.0,0.1
405,Wayne Selden\seldewa01,SG,24,TOT,39,563,8.2,.483,.389,.189,3.6,7.2,5.4,12.7,1.1,1.0,12.0,18.9,,-0.4,0.4,0.0,-0.002,,-3.5,-2.1,-5.6,-0.5
405,Wayne Selden\seldewa01,SG,24,MEM,32,455,9.0,.495,.391,.180,3.9,7.2,5.5,12.6,1.1,1.3,11.7,19.8,,-0.2,0.3,0.1,.010,,-3.1,-1.9,-5.0,-0.3
405,Wayne Selden\seldewa01,SG,24,CHI,7,108,4.7,.421,.379,.241,2.0,7.1,4.5,13.3,0.9,0.0,13.5,15.2,,-0.1,0.0,-0.1,-0.056,,-5.4,-2.7,-8.2,-0.2
406,Collin Sexton\sextoco01,PG,20,CLE,47,1399,10.0,.491,.161,.211,2.2,9.3,5.6,15.7,0.9,0.2,13.6,25.4,,-1.2,-0.5,-1.6,-0.056,,-3.2,-3.7,-6.9,-1.7
407,Landry Shamet\shamela01,SG,21,PHI,47,936,10.5,.598,.710,.152,1.5,6.4,4.1,6.7,1.1,0.6,6.8,15.3,,1.2,0.6,1.8,.091,,0.8,-2.4,-1.6,0.1
408,Iman Shumpert\shumpim01,SG,28,SAC,36,922,10.6,.526,.586,.108,1.9,10.3,6.0,10.1,2.1,1.3,9.1,15.4,,0.4,0.8,1.2,.061,,-0.2,0.0,-0.2,0.4
409,Pascal Siakam\siakapa01,PF,24,TOR,47,1459,18.6,.638,.203,.324,5.5,18.5,12.1,13.7,1.6,1.8,13.2,18.8,,3.3,2.0,5.3,.174,,2.0,1.9,3.9,2.2
410,Ben Simmons\simmobe01,PG,22,PHI,46,1536,21.2,.595,.000,.478,7.6,22.4,15.3,37.7,1.8,1.8,20.1,22.1,,3.1,2.2,5.3,.166,,2.0,2.7,4.8,2.6
411,Jonathon Simmons\simmojo02,SG,29,ORL,36,743,7.3,.443,.279,.233,2.6,9.6,6.0,15.7,1.1,1.5,14.8,20.2,,-1.1,0.5,-0.6,-0.038,,-5.2,-0.9,-6.1,-0.8
412,Anfernee Simons\simonan01,SG,19,POR,10,57,-4.8,.291,.333,.167,0.0,12.6,6.5,9.6,0.0,0.0,18.9,23.7,,-0.3,0.0,-0.3,-0.272,,-12.3,-3.6,-16.0,-0.2
413,Marcus Smart\smartma01,SG,24,BOS,45,1185,13.2,.564,.619,.267,2.9,8.7,5.8,19.9,3.3,1.2,16.3,13.7,,1.4,1.9,3.3,.134,,0.7,1.7,2.4,1.3
414,Dennis Smith\smithde03,PG,21,DAL,28,776,11.4,.534,.349,.242,2.1,7.9,5.1,22.0,2.4,1.1,20.7,22.8,,-0.5,0.8,0.3,.019,,-2.0,0.0,-2.0,0.0
415,Ish Smith\smithis01,PG,30,DET,25,580,8.7,.474,.367,.081,0.2,8.6,4.2,19.0,0.9,1.0,10.2,18.8,,-0.2,0.5,0.3,.024,,-2.9,-1.5,-4.4,-0.4
416,J.R. Smith\smithjr01,SG,33,CLE,11,222,8.0,.444,.494,.127,0.0,9.5,4.6,13.9,2.5,1.2,11.7,18.8,,-0.3,0.0,-0.2,-0.047,,-3.2,-2.0,-5.2,-0.2
417,Jason Smith\smithja02,C-PF,32,TOT,18,170,10.6,.507,.380,.280,8.9,21.7,15.3,10.2,0.8,3.5,17.6,17.0,,0.0,0.2,0.2,.050,,-3.8,0.2,-3.6,-0.1
417,Jason Smith\smithja02,C,32,WAS,12,130,11.9,.520,.270,.324,9.1,22.4,15.6,12.4,0.4,3.3,14.2,16.2,,0.1,0.1,0.2,.071,,-3.0,-0.2,-3.1,0.0
417,Jason Smith\smithja02,PF,32,MIL,6,40,6.4,.468,.692,.154,8.3,19.5,14.3,3.1,2.3,4.3,26.5,19.9,,-0.1,0.1,0.0,-0.018,,-6.7,1.3,-5.3,0.0
418,Tony Snell\snellto01,SG,27,MIL,45,776,11.4,.607,.607,.146,2.6,9.6,6.3,6.0,0.9,1.0,6.4,13.5,,1.1,1.0,2.1,.128,,0.0,-0.6,-0.6,0.3
419,Ray Spalding\spaldra01,PF,21,DAL,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.004,,-6.2,0.6,-5.6,0.0
420,Omari Spellman\spellom01,PF,21,ATL,28,480,13.6,.528,.500,.230,9.9,15.8,12.8,7.8,1.6,3.6,10.4,15.4,,0.5,0.4,0.9,.088,,-0.8,0.6,-0.1,0.2
421,Nik Stauskas\stausni01,SG,25,POR,43,668,11.1,.547,.548,.158,1.6,10.8,6.3,13.0,1.0,0.5,13.8,18.0,,0.3,0.5,0.8,.056,,-0.8,-1.7,-2.5,-0.1
422,D.J. Stephens\stephdj01,SG,28,MEM,1,7,5.6,.500,.000,.000,0.0,0.0,0.0,0.0,7.2,0.0,33.3,19.6,,0.0,0.0,0.0,-0.123,,-10.0,2.5,-7.5,0.0
423,Lance Stephenson\stephla01,SG,28,LAL,46,700,13.0,.537,.424,.141,3.0,16.4,9.9,18.5,1.9,0.6,15.7,21.1,,0.0,0.9,1.0,.066,,-1.4,0.0,-1.4,0.1
424,Edmond Sumner\sumneed01,PG,23,IND,9,34,-5.4,.282,.500,.250,6.7,3.2,4.9,3.6,1.4,0.0,31.1,16.5,,-0.2,0.0,-0.1,-0.193,,-9.8,-1.5,-11.2,-0.1
425,Caleb Swanigan\swanica01,PF,21,POR,16,134,4.2,.377,.105,.184,10.5,28.4,19.6,6.8,1.4,0.0,26.7,17.8,,-0.4,0.2,-0.2,-0.075,,-8.5,-0.1,-8.6,-0.2
426,Jayson Tatum\tatumja01,SF,20,BOS,46,1432,15.9,.552,.336,.241,3.5,18.2,10.8,8.8,1.6,2.3,9.1,22.6,,1.2,2.2,3.5,.116,,-0.8,0.6,-0.2,0.6
427,Jeff Teague\teaguje01,PG,30,MIN,30,915,14.9,.522,.276,.379,1.3,7.0,4.1,36.9,1.8,1.2,17.1,18.8,,1.1,0.5,1.6,.081,,-0.2,-2.2,-2.5,-0.1
428,Garrett Temple\templga01,SG,32,MEM,46,1443,9.1,.558,.534,.195,1.3,10.0,5.6,6.5,1.6,1.6,11.3,14.3,,0.1,1.4,1.5,.051,,-1.7,0.5,-1.1,0.3
429,Milos Teodosic\teodomi01,PG,31,LAC,15,150,6.7,.557,.675,.175,2.2,8.8,5.7,28.9,1.0,0.5,32.8,18.1,,-0.1,0.1,-0.1,-0.023,,-2.5,-3.0,-5.5,-0.1
430,Jared Terrell\terreja01,SG,23,MIN,3,26,-8.1,.155,.333,.167,4.0,4.2,4.1,9.5,3.7,3.3,18.9,25.7,,-0.2,0.0,-0.2,-0.382,,-14.9,0.1,-14.8,-0.1
431,Daniel Theis\theisda01,C,26,BOS,35,531,17.3,.619,.252,.319,10.8,17.8,14.3,10.4,1.0,3.4,10.2,16.9,,1.4,0.8,2.2,.195,,1.0,1.2,2.2,0.6
432,Khyri Thomas\thomakh01,SG,22,DET,11,95,11.7,.561,.517,.310,2.2,12.0,6.9,4.7,1.5,1.8,5.7,15.7,,0.1,0.1,0.2,.105,,-1.7,-0.7,-2.4,0.0
433,Lance Thomas\thomala01,PF,30,NYK,18,276,6.1,.458,.387,.210,3.3,15.1,8.9,5.0,1.9,1.2,14.0,12.1,,-0.2,0.2,0.0,-0.002,,-4.4,0.0,-4.4,-0.2
434,Klay Thompson\thompkl01,SG,28,GSW,46,1579,15.9,.549,.406,.127,1.5,11.2,6.5,8.7,1.8,1.7,7.5,26.5,,1.0,1.4,2.4,.072,,0.0,-2.0,-2.0,0.0
435,Tristan Thompson\thomptr01,C,27,CLE,35,1043,18.9,.547,.000,.258,16.0,26.3,20.9,11.3,1.3,1.3,12.0,17.7,,1.9,0.4,2.2,.103,,0.6,0.1,0.7,0.7
436,Sindarius Thornwell\thornsi01,SG,24,LAC,29,150,4.5,.536,.308,.500,1.5,16.3,9.2,8.6,1.0,1.0,27.4,12.4,,-0.1,0.1,0.0,-0.010,,-5.0,-0.2,-5.1,-0.1
437,Anthony Tolliver\tollian01,PF,33,MIN,30,453,9.2,.615,.880,.240,2.3,12.2,7.2,5.0,1.2,1.9,14.0,12.0,,0.3,0.3,0.6,.063,,-0.5,-0.6,-1.1,0.1
438,Karl-Anthony Towns\townska01,C,23,MIN,45,1494,23.9,.597,.283,.317,10.4,29.2,19.6,14.4,1.3,4.8,13.3,27.3,,3.2,2.1,5.3,.171,,3.0,2.3,5.3,2.7
439,Gary Trent\trentga02,SG,20,POR,7,33,3.2,.373,.471,.235,0.0,12.5,6.4,4.3,0.0,2.4,5.1,25.5,,-0.1,0.0,-0.1,-0.125,,-7.9,-4.4,-12.3,-0.1
440,Allonzo Trier\trieral01,SG,23,NYK,37,807,11.3,.541,.210,.378,2.1,11.5,6.6,12.5,0.8,1.4,15.9,20.8,,0.0,0.2,0.1,.008,,-2.9,-1.8,-4.7,-0.5
441,P.J. Tucker\tuckepj01,PF,33,HOU,45,1594,9.5,.559,.714,.151,4.6,15.8,10.0,5.0,1.9,1.0,10.5,10.2,,1.3,1.1,2.4,.074,,-0.4,0.8,0.4,1.0
442,Evan Turner\turneev01,PG,30,POR,46,1129,11.8,.509,.127,.230,2.9,17.3,10.3,22.5,1.1,1.0,18.2,16.8,,0.2,1.1,1.3,.056,,-2.3,0.9,-1.4,0.2
443,Myles Turner\turnemy01,C,22,IND,40,1116,17.9,.567,.189,.232,5.7,22.1,14.1,8.8,1.0,8.9,11.8,20.2,,0.9,2.4,3.2,.139,,-1.9,4.8,2.9,1.4
444,Ekpe Udoh\udohek01,C,31,UTA,29,162,16.4,.724,.000,.375,6.8,16.0,11.5,11.1,0.9,6.5,17.7,12.1,,0.3,0.3,0.6,.181,,-1.3,4.2,2.9,0.2
445,Tyler Ulis\ulisty01,PG,23,CHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.015,,-7.2,-0.2,-7.4,0.0
446,Jonas Valanciunas\valanjo01,C,26,TOR,30,564,25.0,.639,.116,.363,10.6,30.3,20.7,8.4,1.1,3.3,11.5,25.9,,1.7,1.0,2.7,.227,,1.0,0.4,1.3,0.5
447,Fred VanVleet\vanvlfr01,PG,24,TOR,42,1120,13.2,.522,.501,.191,1.7,8.8,5.3,22.9,1.6,0.8,11.3,17.7,,1.3,1.1,2.4,.101,,0.6,-0.7,-0.1,0.5
448,Noah Vonleh\vonleno01,PF,23,NYK,44,1157,15.1,.574,.319,.379,7.5,27.2,16.9,11.2,1.5,2.9,15.1,14.3,,1.4,1.2,2.5,.105,,-0.7,2.1,1.4,1.0
449,Nikola Vucevic\vucevni01,C,28,ORL,45,1396,25.6,.577,.192,.170,8.9,33.3,20.9,22.9,1.5,2.9,10.0,27.9,,2.9,2.3,5.2,.178,,3.4,3.0,6.4,3.0
450,Dwyane Wade\wadedw01,SG,37,MIA,35,889,15.1,.516,.317,.272,3.5,11.6,7.6,26.6,1.2,1.7,14.3,26.5,,0.2,0.9,1.1,.060,,-0.2,-0.7,-0.9,0.3
451,Moritz Wagner\wagnemo01,C,21,LAL,14,96,11.1,.492,.457,.239,5.5,19.6,12.8,10.3,1.0,1.6,12.1,25.0,,-0.1,0.1,0.1,.032,,-3.4,-1.7,-5.1,-0.1
452,Dion Waiters\waitedi01,SG,27,MIA,7,108,13.7,.516,.574,.093,1.0,15.6,8.3,21.9,0.9,0.8,9.6,24.6,,0.0,0.1,0.1,.054,,0.3,-2.3,-2.1,0.0
453,Kemba Walker\walkeke02,PG,28,CHO,45,1536,21.3,.559,.452,.271,1.7,11.9,6.7,27.7,1.7,1.2,10.4,31.4,,2.7,1.3,4.0,.124,,4.8,-1.5,3.3,2.0
454,Lonnie Walker\walkelo01,SG,20,SAS,1,5,20.0,.750,.500,.000,0.0,21.7,11.0,0.0,0.0,0.0,0.0,17.7,,0.0,0.0,0.0,.179,,1.6,-7.3,-5.8,0.0
455,John Wall\walljo01,PG,28,WAS,32,1104,18.3,.527,.306,.317,1.5,10.2,5.8,39.7,2.1,2.2,16.1,29.0,,0.5,0.7,1.2,.051,,1.1,-1.1,0.0,0.5
456,Tyrone Wallace\wallaty01,PG,24,LAC,35,376,9.2,.460,.094,.252,4.4,12.5,8.6,8.1,1.9,1.4,9.9,19.4,,-0.3,0.3,0.0,-0.003,,-4.3,-0.7,-5.0,-0.3
