Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,eFG%,FT,FTA,PTS,FG
304,Patrick McCaw\mccawpa01,SG,23,TOT,5,77,-1.1,0.292,0.417,0,0,8.7,4.3,6.5,1.9,1,36.8,10.8,-0.3,0,-0.2,-0.152,-9,0.1,-8.9,-0.1,0.292,0,0,7,3
304,Patrick McCaw\mccawpa01,SG,23,CLE,3,53,-0.7,0.278,0.444,0,0,6.6,3.2,4.9,1.9,0,25,10,-0.2,0,-0.2,-0.147,-7.9,-1.4,-9.4,-0.1,0.278,0,0,5,2
304,Patrick McCaw\mccawpa01,SG,23,TOR,2,24,-1.9,0.333,0.333,0,0,13.2,6.7,10,2,3.4,57.1,12.6,-0.1,0,-0.1,-0.164,-11.2,3.5,-7.7,0,0.333,0,0,2,1
305,CJ McCollum\mccolcj01,SG,27,POR,46,1564,16.2,0.543,0.328,0.161,2.8,8.7,5.9,12.4,1.1,0.8,7.4,25.7,2,1.1,3.1,0.094,1.3,-1.9,-0.6,0.5,0.515,109,131,948,374
306,T.J. McConnell\mccontj01,PG,26,PHI,41,861,13.4,0.588,0.115,0.115,2.1,9.1,5.7,25.4,2.6,1,20,14,0.9,1,1.9,0.106,-1.3,0,-1.4,0.1,0.571,20,25,268,120
307,Doug McDermott\mcderdo01,SF,27,IND,45,785,10.5,0.623,0.567,0.196,1.2,6.8,4,6.1,0.7,0.6,9.3,14.9,1,0.7,1.7,0.103,0,-1.9,-1.9,0,0.592,38,44,303,107
308,JaVale McGee\mcgeeja01,C,31,LAL,40,893,20.6,0.605,0.018,0.216,11.6,19.6,15.7,5.4,1.4,8,13.9,19.4,1.2,1.7,3,0.159,-1.6,3.9,2.3,1,0.593,46,71,435,194
309,Rodney McGruder\mcgruro01,SG,27,MIA,43,1185,9.7,0.521,0.47,0.133,3.6,11.5,7.5,11.9,1.1,0.6,12.4,16,0.4,1.1,1.5,0.06,-1.3,-0.3,-1.6,0.1,0.501,37,49,406,152
310,Alfonzo McKinnie\mckinal01,SF,26,GSW,37,536,11.4,0.552,0.426,0.154,10,17.7,14,3.7,0.7,1.4,9.4,15.2,0.6,0.4,1,0.088,-1,-2.2,-3.2,-0.2,0.546,14,25,191,76
311,Ben McLemore\mclembe01,SG,25,SAC,18,145,9.2,0.508,0.65,0.15,1.4,9.5,5.4,3.7,1.9,1.2,5.9,19.5,0,0.1,0.1,0.03,-1.6,-2.8,-4.4,-0.1,0.492,6,9,65,22
312,Jordan McRae\mcraejo01,SG,27,WAS,8,35,1.2,0.182,0.273,0,3.1,12.8,7.8,7.1,1.4,2.4,0,13.4,-0.1,0,-0.1,-0.142,-9.7,-0.8,-10.5,-0.1,0.182,0,0,4,2
313,Salah Mejri\mejrisa01,C,32,DAL,14,86,17,0.647,0.091,0.364,10.2,25.7,18.2,10.7,1.1,1,10.5,14.1,0.2,0.1,0.3,0.194,-0.3,0.6,0.3,0.1,0.591,7,8,33,13
314,De'Anthony Melton\meltode01,PG,20,PHO,30,628,10,0.453,0.409,0.099,2.5,12.3,7.3,23,3.6,2.3,21.3,16.6,-0.7,0.6,-0.1,-0.004,-3.4,1.4,-2,0,0.431,15,18,171,66
315,Chimezie Metu\metuch01,PF,21,SAS,19,105,12.3,0.453,0.048,0.357,8.5,18.6,13.6,14.6,2.3,1.6,17.1,24.7,-0.1,0.1,0,-0.005,-5.2,0.3,-4.9,-0.1,0.381,12,15,44,16
316,Khris Middleton\middlkh01,SF,27,MIL,43,1330,16,0.561,0.45,0.234,1.6,16.8,9.6,18.9,1.7,0.2,12.2,24.2,1.4,2.1,3.5,0.126,0.7,0.1,0.8,1,0.52,120,142,750,263
317,C.J. Miles\milescj01,SF,31,TOR,35,504,6.8,0.452,0.654,0.2,2,10.5,6.3,5.2,1.5,1.3,8.6,18.8,-0.5,0.5,0.1,0.006,-3.1,-1.3,-4.4,-0.3,0.414,29,37,182,59
318,Darius Miller\milleda01,SF,28,NOP,41,969,8.1,0.583,0.768,0.137,0.8,6,3.4,8.4,1.2,1.4,11.8,11.9,0.7,0.3,0.9,0.047,0.2,-1.4,-1.3,0.2,0.562,26,32,288,96
319,Patty Mills\millspa02,PG,30,SAS,47,1117,12.8,0.569,0.587,0.188,1.3,9.6,5.5,16.7,1.4,0.6,11.5,17.2,1.3,0.8,2.1,0.089,1.4,-1.4,0,0.6,0.537,57,67,439,150
320,Paul Millsap\millspa01,PF,33,DEN,37,961,19.2,0.569,0.207,0.387,8.8,19.4,14.1,10.6,2.5,2.9,10.7,20.9,1.7,1.5,3.2,0.158,0.7,1.7,2.4,1.1,0.529,97,138,475,176
321,Shake Milton\miltosh01,SG,22,PHI,11,85,16.2,0.541,0.531,0.156,7.8,10.9,9.4,16.8,1.7,2.8,5.5,18,0.2,0.1,0.3,0.156,1.7,-0.6,1.2,0.1,0.516,4,5,37,13
322,Nikola Mirotic\mirotni01,PF,27,NOP,30,868,18,0.594,0.561,0.255,5.4,24.7,15.3,5.4,1.1,2.1,7.4,21.7,1.7,0.8,2.4,0.134,1.8,-1.9,-0.1,0.4,0.554,81,97,502,172
323,Donovan Mitchell\mitchdo01,SG,22,UTA,43,1415,15.6,0.522,0.359,0.229,1.8,10.1,6,19.6,2.4,0.9,11.8,30.9,-0.3,2.2,1.8,0.062,-0.1,0,-0.1,0.7,0.483,149,186,933,345
324,Naz Mitrou-Long\mitrona01,SG,25,UTA,6,27,-0.8,0.5,0.8,0,0,0,0,14.9,0,0,37.5,12.8,-0.1,0,0,-0.074,-7.9,-5.4,-13.3,-0.1,0.5,0,0,5,2
325,Malik Monk\monkma01,SG,20,CHO,42,779,12.9,0.527,0.547,0.192,1.1,8.3,4.7,15,1.5,1.1,11.7,25.4,0,0.5,0.5,0.031,-0.3,-2.9,-3.3,-0.2,0.485,65,72,429,148
326,Greg Monroe\monrogr01,C,28,TOR,31,354,14.8,0.501,0.029,0.353,16.2,24.5,20.4,5.3,1.4,1.8,14.8,23,0,0.5,0.6,0.078,-4.1,-0.8,-4.9,-0.3,0.468,31,49,161,65
327,E'Twaun Moore\mooreet01,SF,29,NOP,41,1231,11.6,0.568,0.319,0.112,2.8,5.8,4.3,9.5,1.2,0.5,8.7,16.9,1.3,0.2,1.5,0.059,0.4,-2.1,-1.8,0.1,0.554,37,49,523,213
328,Eric Moreland\moreler01,PF,27,PHO,1,5,4.1,,,,0,69.2,33.9,0,0,0,,0,0,0,0,0.077,-14,-3.8,-17.9,0,,0,0,0,0
329,Jaylen Morris\morrija01,SG,23,MIL,4,29,12.3,0.46,0.3,0.2,0,16.9,8.9,18.1,3.2,0,8.4,17.3,0,0.1,0.1,0.088,-3.7,1,-2.7,0,0.45,1,2,10,4
330,Marcus Morris\morrima03,PF,29,BOS,42,1143,16.3,0.618,0.466,0.216,3.2,20.7,11.9,7.3,1,1,9.9,21.1,1.8,1.6,3.4,0.144,0.8,-0.9,-0.1,0.5,0.583,86,99,621,221
331,Markieff Morris\morrima02,PF,29,WAS,34,883,12.5,0.543,0.439,0.223,5,16.8,10.8,9.8,1.3,1.9,11.5,19.7,0.4,0.6,1,0.052,-1.1,-0.9,-2,0,0.509,57,73,391,143
332,Monte Morris\morrimo01,PG,23,DEN,45,1079,16,0.553,0.31,0.109,1.9,9.3,5.6,23,2,0.2,6.7,17.2,2.3,0.9,3.2,0.143,1.3,-1.4,-0.1,0.5,0.535,34,42,445,180
333,Johnathan Motley\motlejo01,PF,23,LAC,6,22,37.8,0.569,0.111,0.389,25,4.6,14.5,30.9,0,3.5,4.5,42.6,0.1,0,0.1,0.295,12.4,-2,10.4,0.1,0.5,6,7,24,9
334,Emmanuel Mudiay\mudiaem01,PG,22,NYK,37,990,15.9,0.531,0.274,0.253,2.4,10,6,25,1.5,1.1,12.9,25.2,0.6,0.3,0.9,0.044,0.6,-2,-1.4,0.1,0.495,88,117,546,209
335,Jamal Murray\murraja01,PG,21,DEN,45,1523,15.4,0.528,0.327,0.194,3.1,11.4,7.3,21.8,1.2,1,12.1,25.7,1.4,1.2,2.6,0.081,0.5,-1.3,-0.8,0.5,0.492,120,143,847,320
336,Dzanan Musa\musadz01,SG,19,BRK,7,26,5.6,0.403,0.429,0.143,4.1,8.4,6.2,6.5,3.7,0,16.8,29.5,-0.1,0,-0.1,-0.183,-8,-2.4,-10.4,-0.1,0.429,0,2,12,6
337,Mike Muscala\muscami01,PF,27,PHI,40,882,10.8,0.568,0.726,0.27,5.3,14.7,10.2,8.7,0.9,2.1,12.8,14.5,0.8,0.9,1.7,0.092,-0.1,-0.2,-0.3,0.4,0.525,52,64,301,95
338,Sviatoslav Mykhailiuk\mykhasv01,SF,21,LAL,33,336,5.8,0.463,0.66,0.155,2.2,4.7,3.5,10.3,1.4,0,14.1,15.8,-0.3,0.3,0,-0.005,-3.4,-2.2,-5.6,-0.3,0.451,9,16,102,35
339,Abdel Nader\naderab01,SF,25,OKC,27,229,11,0.588,0.367,0.101,1.8,16.1,8.8,3.7,1,0.7,10.8,16.4,0.2,0.3,0.4,0.094,-3.6,-1.9,-5.4,-0.2,0.57,7,8,97,39
340,Larry Nance\nancela02,C,26,CLE,39,998,19,0.588,0.152,0.323,9.2,24.2,16.4,18.7,2.9,2.2,14.8,15.3,1.9,0.8,2.7,0.131,1.5,2.5,4,1.5,0.554,60,83,345,136
341,Shabazz Napier\napiesh01,PG,27,BRK,35,584,15.6,0.543,0.478,0.308,2,9.9,5.9,19.2,2.1,1.3,11.7,23.9,0.6,0.5,1.1,0.094,0.4,-1.2,-0.8,0.2,0.488,65,78,312,101
342,Raul Neto\netora01,PG,26,UTA,19,228,13.9,0.617,0.386,0.2,1,12.8,6.9,25.3,1.7,0,19.1,17.8,0.3,0.3,0.6,0.124,-0.7,-0.5,-1.2,0,0.579,13,14,94,36
343,Georges Niang\niangge01,PF,25,UTA,33,233,12.4,0.592,0.699,0.108,1.9,14.8,8.4,11,1.2,1,10.3,18,0.2,0.3,0.6,0.116,0,-0.7,-0.7,0.1,0.572,8,9,103,36
344,Joakim Noah\noahjo01,C,33,MEM,20,234,11.5,0.475,0,0.403,9.1,29.1,18.9,15.9,1.7,4.1,22.6,19.9,-0.3,0.4,0.1,0.018,-6.6,3.4,-3.2,-0.1,0.448,15,27,75,30
345,Nerlens Noel\noelne01,C,24,OKC,41,559,21.5,0.628,0,0.338,12.7,21,16.7,5.4,3.5,8.5,12.8,13.6,1.2,1.5,2.7,0.232,-1.1,6.5,5.5,1.1,0.599,35,48,205,85
346,Dirk Nowitzki\nowitdi01,PF,40,DAL,15,150,4.2,0.39,0.656,0.094,0,19.7,10,5.9,0.3,2.7,5.7,20.1,-0.3,0.2,-0.1,-0.045,-6.3,-1.7,-8,-0.2,0.359,6,6,52,18
347,Frank Ntilikina\ntilila01,PG,20,NYK,37,784,6.1,0.428,0.417,0.113,1.1,8.8,4.8,17.5,1.5,1.4,15.6,16.6,-1,0.3,-0.7,-0.045,-4,-1.3,-5.3,-0.6,0.407,21,28,222,85
348,James Nunnally\nunnaja01,SF,28,TOT,15,102,7.3,0.503,0.735,0.118,0,5.4,2.6,9.7,0.5,0,2.7,15.4,0.1,0,0.1,0.034,-1.5,-4.8,-6.3,-0.1,0.471,4,4,36,12
348,James Nunnally\nunnaja01,SF,28,MIN,13,64,12.1,0.593,0.619,0.19,0,6.8,3.3,11.1,0.8,0,4.2,15.6,0.1,0,0.1,0.1,0.3,-4.1,-3.8,0,0.548,4,4,27,9
348,James Nunnally\nunnaja01,SF,28,HOU,2,38,-0.8,0.346,0.923,0,0,3.1,1.5,7.4,0,0,0,15,-0.1,0,-0.1,-0.076,-4.7,-5.8,-10.5,-0.1,0.346,0,0,9,3
349,Jusuf Nurkic\nurkiju01,C,24,POR,47,1271,23.5,0.564,0.046,0.433,13.5,26.7,20.3,18.2,1.9,4.3,14.4,24.2,2.7,2.3,4.9,0.186,1.5,4.1,5.6,2.4,0.511,167,225,698,264
350,David Nwaba\nwabada01,SG,26,CLE,21,345,11.9,0.517,0.354,0.505,3.1,16.2,9.4,6.4,1.9,1.7,6.9,16.7,0.2,0.1,0.3,0.041,-2,-1.5,-3.5,-0.1,0.47,32,50,125,42
351,Royce O'Neale\onealro01,SF,25,UTA,47,829,9.2,0.582,0.451,0.149,1.7,18.6,10.3,10.2,1.6,1.2,17.7,11.8,0.2,1.3,1.5,0.089,-2.6,2.3,-0.3,0.4,0.563,20,26,217,82
352,Kyle O'Quinn\oquinky01,C,28,IND,23,185,16.9,0.51,0.139,0.139,10.5,25.2,18.1,24.4,0.8,6.8,17.3,21.8,0.1,0.4,0.5,0.122,-2,4.2,2.2,0.2,0.479,9,10,78,34
353,Semi Ojeleye\ojelese01,PF,24,BOS,33,370,8.3,0.514,0.575,0.17,4.3,11.9,8.1,4.4,0.8,0.5,8.8,14.6,0.1,0.4,0.4,0.056,-2.6,-1.7,-4.4,-0.2,0.495,12,18,117,44
354,Jahlil Okafor\okafoja01,C,23,NOP,27,240,16.9,0.56,0.011,0.301,13.1,21.1,17.2,6.5,0.8,2.4,9.5,20,0.4,0.2,0.6,0.122,-1.5,-1.9,-3.4,-0.1,0.516,22,28,118,48
355,Elie Okobo\okoboel01,PG,21,PHO,29,528,7.8,0.482,0.419,0.169,1.3,10.5,5.8,19,2,0.6,17.8,18.5,-0.5,0.2,-0.3,-0.026,-3.7,-1.8,-5.5,-0.5,0.448,24,29,178,66
356,Josh Okogie\okogijo01,SG,20,MIN,37,794,8.7,0.478,0.435,0.351,2.8,12,7.3,7.5,1.9,1.6,10.7,16.4,-0.3,0.6,0.4,0.021,-2.7,0,-2.7,-0.1,0.425,61,84,264,88
357,Victor Oladipo\oladivi01,SG,26,IND,34,1104,17.8,0.52,0.369,0.245,2.2,17.3,9.9,24.6,2.5,0.9,11.5,27.9,0.5,1.9,2.4,0.105,1.1,1,2.2,1.2,0.488,100,138,650,239
358,Kelly Olynyk\olynyke01,PF,27,MIA,43,859,14.5,0.594,0.651,0.388,4.9,17.3,11.1,12.6,1.5,1.4,15.1,19,1.1,1.1,2.2,0.122,1,0,1,0.7,0.545,84,108,387,122
359,Cedi Osman\osmande01,SF,23,CLE,45,1415,9.4,0.509,0.432,0.222,1.7,15.4,8.3,10,1.1,0.5,12.6,18.6,-0.4,-0.1,-0.5,-0.017,-1.9,-2,-3.9,-0.7,0.47,84,105,528,191
360,Kelly Oubre\oubreke01,SF,23,TOT,45,1173,14,0.55,0.424,0.298,3.4,14.9,9.1,5.2,1.7,2.5,9.1,22,0.5,0.8,1.3,0.052,-1.5,-1.7,-3.2,-0.4,0.507,111,144,602,212
360,Kelly Oubre\oubreke01,SF,23,WAS,29,755,13.5,0.545,0.433,0.279,3.4,15.6,9.4,3.9,1.7,2.3,8.1,21,0.3,0.5,0.9,0.055,-1.8,-1.7,-3.5,-0.3,0.5,68,85,373,132
360,Kelly Oubre\oubreke01,SF,23,PHO,16,418,15,0.559,0.408,0.33,3.4,13.8,8.5,7.6,1.6,3,10.9,23.9,0.2,0.2,0.4,0.047,-1.1,-1.6,-2.6,-0.1,0.52,43,59,229,80
361,Zaza Pachulia\pachuza01,C,34,DET,35,497,16.1,0.522,0.035,0.678,14.2,22.5,18.1,15.8,2.5,1.5,15.8,15.2,0.8,0.8,1.6,0.152,-0.8,3.3,2.4,0.6,0.417,60,78,156,48
362,Jabari Parker\parkeja01,PF,23,CHI,34,958,13.7,0.531,0.241,0.234,4.4,21,12.6,13.4,1,1,14.5,25.5,-0.6,0.7,0.1,0.003,-2.6,-1,-3.6,-0.4,0.5,73,100,501,198
363,Tony Parker\parketo01,PG,36,CHO,40,743,14.9,0.502,0.103,0.292,1.3,7.6,4.4,32.7,1,0.6,12.2,25.1,0.4,0.4,0.8,0.05,-1.7,-3.4,-5.1,-0.6,0.46,72,99,384,152
364,Chandler Parsons\parsoch01,SF,30,MEM,3,46,7,0.5,0.588,0,2.4,7.7,5,7,1.1,2.1,10.5,18.9,0,0,0,-0.008,-3.5,-2.1,-5.5,0,0.5,0,0,17,7
365,Patrick Patterson\pattepa01,PF,29,OKC,45,659,8.8,0.49,0.633,0.164,4.9,12.8,8.8,5,0.9,1.5,7.8,12.7,0.2,0.8,1,0.074,-2.8,-0.4,-3.2,-0.2,0.475,18,29,186,65
366,Chris Paul\paulch01,PG,33,HOU,26,862,18.1,0.544,0.455,0.291,2,12.1,6.9,38,3.1,0.8,17.1,22.8,1.5,0.8,2.3,0.126,1.8,-0.7,1.1,0.7,0.495,78,96,405,137
367,Cameron Payne\payneca01,PG,24,TOT,38,671,11.8,0.523,0.374,0.166,1.9,9.3,5.6,23.2,1.8,1,15.3,17.7,0.1,0.3,0.4,0.031,-1.9,-1.8,-3.6,-0.3,0.493,29,35,237,92
367,Cameron Payne\payneca01,PG,24,CHI,31,536,10.4,0.492,0.351,0.149,2,8.8,5.4,23.4,1.8,1,16,17.6,-0.2,0.3,0.1,0.01,-2.9,-1.5,-4.4,-0.3,0.458,22,25,176,69
367,Cameron Payne\payneca01,PG,24,CLE,7,135,17.2,0.643,0.465,0.233,1.6,11.2,6.2,22.3,1.5,1.3,12.9,17.8,0.3,0,0.3,0.114,2.2,-2.8,-0.7,0,0.628,7,10,61,23
368,Elfrid Payton\paytoel01,PG,24,NOP,15,388,14,0.542,0.198,0.191,3.3,12,7.8,29.4,2.2,0.4,21.1,19.2,0.2,0.2,0.4,0.054,-0.8,-0.9,-1.7,0,0.523,17,25,154,63
369,Theo Pinson\pinsoth01,SG,23,BRK,7,72,7.7,0.437,0.55,0.2,1.5,13.6,7.5,22.9,0.7,0,15.5,15.3,0,0,0,0.012,-3.7,-2,-5.7,-0.1,0.375,4,4,19,7
370,Mason Plumlee\plumlma01,C,28,DEN,45,897,18.3,0.598,0.017,0.476,11.2,21.3,16.2,17.8,2.5,3.9,19.1,16.5,1.4,1.5,2.9,0.156,0.3,3.9,4.2,1.4,0.608,53,110,334,140
371,Miles Plumlee\plumlmi01,C,30,ATL,18,173,18.9,0.654,0,0.625,9.6,14.4,11.9,15,1.6,2,14,16.7,0.4,0.1,0.5,0.146,0.2,-0.1,0.2,0.1,0.667,16,30,80,32
372,Jakob Poeltl\poeltja01,C,23,SAS,43,663,19.1,0.639,0,0.365,16.1,19.3,17.7,11.2,0.6,3.9,14.8,14.4,1.8,0.7,2.5,0.184,1.8,1.7,3.6,0.9,0.635,34,58,236,101
373,Quincy Pondexter\pondequ01,SF,30,SAS,34,194,13.5,0.656,0.4,0.943,3.4,15.7,9.6,10.6,2,0.4,16.8,13.6,0.3,0.2,0.6,0.136,-0.1,-0.3,-0.4,0.1,0.557,26,33,65,17
374,Otto Porter\porteot01,SF,25,WAS,33,957,16.1,0.578,0.387,0.151,3.5,18.5,10.8,9.6,2.5,1.7,8.5,17.9,1.1,0.9,2,0.101,0.2,0.5,0.7,0.6,0.558,40,52,424,166
375,Bobby Portis\portibo01,PF,23,CHI,15,344,16.1,0.502,0.259,0.229,9.7,26.2,17.9,10.5,1,1.8,10.1,26.8,-0.1,0.3,0.2,0.033,-2.2,-1.4,-3.7,-0.1,0.471,28,39,188,72
376,Dwight Powell\poweldw01,C,27,DAL,41,679,20.1,0.65,0.276,0.561,9.6,17.8,13.8,9.8,1.4,2.9,11.6,19.6,2,0.9,2.8,0.201,2,0.9,2.9,0.8,0.602,92,124,358,127
377,Norman Powell\powelno01,SG,25,TOR,26,478,13.2,0.587,0.417,0.16,0.7,10.4,5.6,11.4,2.1,1,11.2,17,0.5,0.6,1,0.105,-0.3,0,-0.3,0.2,0.561,21,25,196,76
378,Alex Poythress\poythal01,PF,25,ATL,18,243,12.8,0.593,0.277,0.323,10.2,15.6,12.9,7.7,0.6,2.8,11.9,14.1,0.3,0.1,0.5,0.095,-1.1,-0.6,-1.7,0,0.592,11,21,88,35
379,Zhou Qi\qizh01,PF,23,HOU,1,1,81.5,1,0,0,0,0,0,0,0,0,0,43.8,0,0,0,1.265,22.7,-13.2,9.5,0,1,0,0,2,1
380,Ivan Rabb\rabbiv01,PF,21,MEM,17,118,20.1,0.652,0.053,0.342,17.1,29.9,23.3,16.4,0.4,2.4,22.9,22,0.2,0.2,0.4,0.145,-0.7,0.7,-0.1,0.1,0.632,9,13,57,24
381,Chasson Randle\randlch01,PG,25,WAS,15,236,11,0.585,0.464,0.29,2.7,6.6,4.7,16.9,1.8,0.4,17.9,17.1,0.2,0.1,0.2,0.049,-1.2,-2.6,-3.8,-0.1,0.543,16,20,91,31
382,Julius Randle\randlju01,C,24,NOP,45,1328,21.8,0.614,0.141,0.475,8,24.6,16.5,15.1,0.9,1.6,13.1,26.3,3.2,1.1,4.3,0.155,2.1,-0.5,1.5,1.2,0.567,213,289,903,331
383,J.J. Redick\redicjj01,SG,34,PHI,45,1400,15.2,0.601,0.568,0.25,0.8,6.6,3.8,13.7,0.6,0.4,8.5,22.8,2.7,0.7,3.4,0.116,2.5,-3.8,-1.2,0.3,0.555,140,156,831,278
384,Davon Reed\reedda01,SG,23,IND,4,10,-5.5,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,-0.084,-9.2,-0.6,-9.8,0,0,0,0,0,0
385,Josh Richardson\richajo01,SG,25,MIA,42,1448,14.9,0.538,0.436,0.228,2.5,9.4,5.9,17.9,1.5,1.3,9.3,22.7,1.8,1.5,3.2,0.107,1.4,-0.7,0.7,1,0.494,125,145,753,262
386,Malachi Richardson\richama01,SG,23,TOR,21,102,1.1,0.481,0.862,0.172,2.2,11.4,6.9,0,0.5,0,20.4,16.6,-0.2,0.1,-0.1,-0.063,-6,-4.6,-10.6,-0.2,0.448,4,5,30,9
387,Austin Rivers\riverau01,SG-PG,26,TOT,42,1183,8.3,0.517,0.577,0.176,1.4,8.9,5.1,12.5,1.1,1,11.5,14.9,0.2,0.3,0.6,0.022,-1.7,-1.7,-3.4,-0.4,0.509,32,59,374,138
387,Austin Rivers\riverau01,SG,26,WAS,29,683,7,0.49,0.546,0.237,1.7,9.8,5.7,11.4,1.3,1.2,14.4,15.6,-0.4,0.2,-0.2,-0.015,-3,-1.4,-4.4,-0.4,0.477,25,46,210,76
387,Austin Rivers\riverau01,PG,26,HOU,13,500,10,0.555,0.62,0.092,0.9,7.7,4.2,14,0.9,0.7,6.9,13.9,0.7,0.1,0.8,0.073,0.2,-2.1,-1.9,0,0.553,7,13,164,62
388,Devin Robinson\robinde01,SF,23,WAS,4,32,26.4,0.607,0,0.462,6.7,17.5,12,10.3,4.5,2.7,0,20.8,0.1,0,0.1,0.225,1.5,1.2,2.7,0,0.615,3,6,19,8
389,Duncan Robinson\robindu01,PF,24,MIA,4,29,6.6,0.5,1,0,0,18.2,9.1,0,1.7,0,0,8.8,0,0,0,0.065,-4.4,-2.8,-7.1,0,0.5,0,0,6,2
390,Glenn Robinson\robingl02,SF,25,DET,28,409,7.2,0.486,0.354,0.274,2.3,8.1,5,4.6,1.2,1,9.3,14.6,-0.1,0.3,0.3,0.031,-4.1,-0.6,-4.7,-0.3,0.429,26,31,123,43
391,Jerome Robinson\robinje01,SG,21,LAC,9,48,11.3,0.614,0.5,0,0,6.4,3.3,3.4,0,0,8.3,21.2,0,0,0,0.037,-0.3,-5.7,-6.1,0,0.614,0,0,27,11
392,Mitchell Robinson\robinmi01,C,20,NYK,29,491,16.9,0.642,0,0.352,12.4,11.2,11.8,5.3,1.9,8.9,13.2,10.4,1,0.6,1.5,0.149,-0.1,4.9,4.7,0.8,0.648,17,32,135,59
393,Rajon Rondo\rondora01,PG,32,LAL,14,341,14.2,0.505,0.252,0.117,3.4,14.8,9.3,37.4,1.9,0,20.4,17.9,0.2,0.4,0.7,0.092,-1.2,-0.1,-1.3,0.1,0.495,8,13,118,50
394,Derrick Rose\rosede01,PG,30,MIN,35,1028,19.8,0.57,0.224,0.215,2.3,8,5.1,27.5,1.1,0.8,9.4,26.3,2.2,0.3,2.6,0.12,3.1,-2.6,0.4,0.6,0.532,98,114,663,256
395,Terrence Ross\rosste01,SG,27,ORL,46,1202,14.4,0.555,0.499,0.124,1.2,11.9,6.5,9.2,1.7,1.3,7.7,23,0.5,1.1,1.6,0.065,0.2,-1.4,-1.2,0.3,0.534,56,68,640,239
396,Terry Rozier\roziete01,PG,24,BOS,46,1042,12.4,0.485,0.503,0.146,2.3,16.9,9.6,17.5,1.9,1.1,9.3,18.4,0.3,1.6,1.9,0.086,-1.3,0.8,-0.5,0.4,0.459,43,55,390,141
397,Ricky Rubio\rubiori01,PG,28,UTA,40,1168,12.5,0.51,0.366,0.245,1.4,11.7,6.6,31.8,2.2,0.6,19.6,23.1,-0.3,1.8,1.4,0.059,-1.4,0.6,-0.7,0.4,0.461,94,111,512,181
398,D'Angelo Russell\russeda01,PG,22,BRK,46,1359,18.4,0.532,0.41,0.107,1.8,11.9,6.8,37.7,1.8,0.8,14,30.1,1.2,1.1,2.3,0.081,2.9,-1,1.8,1.3,0.513,68,84,872,342
399,Domantas Sabonis\sabondo01,C,22,IND,43,1089,24.1,0.665,0.02,0.412,11.9,30.1,21.2,17.9,1.3,1.7,16.7,23.3,3.2,2.1,5.3,0.233,2.6,2.3,5,1.9,0.629,128,169,644,255
400,Dario Saric\saricda01,PF,24,TOT,44,1113,11.8,0.541,0.469,0.206,6.1,18,12.1,8.8,1,0.4,11.8,18,0.7,0.8,1.6,0.068,-0.6,-1.2,-1.8,0.1,0.5,69,79,453,162
400,Dario Saric\saricda01,PF,24,PHI,13,396,8.2,0.496,0.53,0.227,5.9,16.9,11.6,9,0.5,0.6,14.7,18.1,-0.1,0.3,0.2,0.025,-2.4,-1.5,-3.9,-0.2,0.443,27,30,144,48
400,Dario Saric\saricda01,PF,24,MIN,31,717,13.9,0.565,0.437,0.194,6.3,18.6,12.4,8.7,1.3,0.4,10.2,17.9,0.9,0.5,1.4,0.092,0.3,-1,-0.7,0.2,0.53,42,49,309,114
401,Tomas Satoransky\satorto01,SG,27,WAS,45,1015,13.4,0.591,0.31,0.278,3.6,9.9,6.7,20.8,2,0.7,15.6,13.7,1.5,0.5,2,0.096,-0.2,-0.8,-1,0.3,0.549,56,68,325,119
402,Dennis Schroder\schrode01,PG,25,OKC,44,1269,12.7,0.497,0.29,0.199,1.7,11.4,6.4,22.2,1.5,0.5,14,25.4,-0.3,1.6,1.3,0.048,-2.3,-1.1,-3.4,-0.5,0.457,105,125,678,257
403,Mike Scott\scottmi01,PF,30,LAC,45,630,9.4,0.497,0.578,0.083,3.8,21.2,12.9,8.2,1.3,1,10,14.9,0,0.6,0.6,0.046,-1.6,-0.3,-1.9,0,0.49,10,16,198,74
404,Thabo Sefolosha\sefolth01,SF,34,UTA,26,289,11.5,0.616,0.483,0.241,1.5,25.7,13.8,4.8,3.8,0.3,18.9,11.8,0,0.7,0.7,0.108,-3.2,3.2,0,0.1,0.612,8,14,79,29
405,Wayne Selden\seldewa01,SG,24,TOT,39,563,8.2,0.483,0.389,0.189,3.6,7.2,5.4,12.7,1.1,1,12,18.9,-0.4,0.4,0,-0.002,-3.5,-2.1,-5.6,-0.5,0.455,26,36,199,75
405,Wayne Selden\seldewa01,SG,24,MEM,32,455,9,0.495,0.391,0.18,3.9,7.2,5.5,12.6,1.1,1.3,11.7,19.8,-0.2,0.3,0.1,0.01,-3.1,-1.9,-5,-0.3,0.466,22,29,172,65
405,Wayne Selden\seldewa01,SG,24,CHI,7,108,4.7,0.421,0.379,0.241,2,7.1,4.5,13.3,0.9,0,13.5,15.2,-0.1,0,-0.1,-0.056,-5.4,-2.7,-8.2,-0.2,0.397,4,7,27,10
